feature_x0,feature_x1,target_y
0.257,0.245,0.251
0.560,0.083,0.322
0.139,0.192,0.166
0.348,0.281,0.315
0.870,0.889,0.879
0.108,0.262,0.185
0.115,0.410,0.263
0.270,0.742,0.506
0.077,0.039,0.058
0.046,0.910,0.478
0.737,0.915,0.826
0.973,0.727,0.850
0.404,0.616,0.510
0.705,0.549,0.627
0.996,0.021,0.508
0.236,0.582,0.409
0.701,0.037,0.369
0.711,0.638,0.674
0.500,0.066,0.283
0.996,0.220,0.608
0.245,0.852,0.548
0.906,0.776,0.841
0.082,0.825,0.454
0.208,0.039,0.123
0.948,0.354,0.651
0.187,0.188,0.188
0.449,0.059,0.254
0.651,0.975,0.813
0.479,0.884,0.681
0.774,0.495,0.634
0.156,0.509,0.333
0.526,0.342,0.434
0.594,0.169,0.382
0.749,0.183,0.466
0.939,0.533,0.736
0.188,0.029,0.108
0.139,0.378,0.259
0.831,0.303,0.567
0.537,0.571,0.554
0.312,0.292,0.302
0.796,0.247,0.521
0.602,0.819,0.711
0.274,0.392,0.333
0.853,0.630,0.742
0.648,0.245,0.447
0.932,0.343,0.637
0.837,0.163,0.500
0.696,0.040,0.368
0.370,0.167,0.269
0.213,0.419,0.316
0.981,0.379,0.680
0.726,0.990,0.858
0.226,0.155,0.191
0.847,0.001,0.424
0.110,0.357,0.234
0.251,0.257,0.254
0.533,0.706,0.620
0.525,0.174,0.349
0.851,0.754,0.802
0.222,0.298,0.260
0.393,0.736,0.565
0.691,0.653,0.672
0.152,0.635,0.394
0.129,0.097,0.113
0.896,0.451,0.673
0.950,0.449,0.700
0.352,0.358,0.355
0.851,0.796,0.824
0.205,0.759,0.482
0.627,0.740,0.683
0.527,0.836,0.681
0.795,0.168,0.481
0.531,0.313,0.422
0.759,0.739,0.749
0.512,0.899,0.706
0.669,0.308,0.488
0.846,0.686,0.766
0.041,0.918,0.479
0.420,0.085,0.253
0.216,0.014,0.115
0.768,0.536,0.652
0.961,0.020,0.490
0.720,0.998,0.859
0.234,0.034,0.134
0.929,0.384,0.656
0.905,0.744,0.825
0.789,0.378,0.584
0.025,0.247,0.136
0.245,0.873,0.559
0.742,0.154,0.448
0.072,0.895,0.483
0.017,0.804,0.410
0.701,0.794,0.748
0.072,0.356,0.214
0.978,0.889,0.933
0.103,0.510,0.306
0.342,0.961,0.651
0.950,0.287,0.619
0.988,0.982,0.985
0.224,0.935,0.580
0.698,0.936,0.817
0.159,0.013,0.086
0.882,0.398,0.640
0.152,0.605,0.379
0.069,0.523,0.296
0.536,0.887,0.712
0.720,0.814,0.767
0.475,0.757,0.616
0.680,0.637,0.658
0.113,0.740,0.426
0.588,0.021,0.304
0.809,0.715,0.762
0.529,0.183,0.356
0.257,0.920,0.589
0.811,0.011,0.411
0.058,0.869,0.464
0.843,0.826,0.835
0.052,0.289,0.171
0.491,0.583,0.537
0.235,0.609,0.422
0.258,0.524,0.391
0.795,0.968,0.881
0.333,0.179,0.256
0.043,0.185,0.114
0.623,0.173,0.398
0.244,0.392,0.318
0.808,0.766,0.787
0.434,0.307,0.370
0.267,0.169,0.218
0.118,0.417,0.268
0.545,0.204,0.374
0.521,0.913,0.717
0.470,0.838,0.654
0.036,0.643,0.340
0.767,0.910,0.839
0.972,0.041,0.506
0.649,0.401,0.525
0.573,0.129,0.351
0.838,0.736,0.787
0.210,0.114,0.162
0.417,0.875,0.646
0.923,0.919,0.921
0.260,0.924,0.592
0.147,0.161,0.154
0.070,0.903,0.486
0.841,0.244,0.542
0.394,0.505,0.450
0.218,0.088,0.153
0.688,0.806,0.747
0.530,0.745,0.637
0.204,0.378,0.291
0.042,0.565,0.303
0.278,0.086,0.182
0.551,0.379,0.465
0.059,0.865,0.462
0.311,0.523,0.417
0.445,0.368,0.406
0.616,0.386,0.501
0.809,0.555,0.682
0.879,0.552,0.716
0.120,0.310,0.215
0.524,0.936,0.730
0.995,0.448,0.722
0.132,0.077,0.104
0.624,0.544,0.584
0.422,0.083,0.253
0.369,0.814,0.592
0.898,0.311,0.605
0.053,0.217,0.135
0.116,0.348,0.232
0.581,0.122,0.351
0.901,0.694,0.797
0.293,0.346,0.320
0.697,0.607,0.652
0.370,0.872,0.621
0.549,0.999,0.774
0.454,0.357,0.406
0.214,0.491,0.352
0.048,0.542,0.295
0.955,0.475,0.715
0.148,0.123,0.136
0.857,0.971,0.914
0.495,0.905,0.700
0.253,0.333,0.293
0.025,0.543,0.284
0.018,0.053,0.035
0.068,0.063,0.066
0.455,0.564,0.509
0.004,0.269,0.137
0.200,0.888,0.544
0.220,0.862,0.541
0.687,0.659,0.673
0.057,0.020,0.038
0.411,0.491,0.451
0.483,0.821,0.652
0.586,0.442,0.514
0.066,0.698,0.382
0.535,0.076,0.305
0.576,0.953,0.764
0.350,0.701,0.525
0.659,0.131,0.395
0.280,0.284,0.282
0.023,0.976,0.499
0.760,0.288,0.524
0.336,0.845,0.591
0.032,0.545,0.288
0.286,0.434,0.360
0.488,0.056,0.272
0.377,0.039,0.208
0.641,0.608,0.625
0.581,0.483,0.532
0.410,0.872,0.641
0.049,0.741,0.395
0.805,0.117,0.461
0.811,0.152,0.481
0.286,0.448,0.367
0.984,0.762,0.873
0.204,0.974,0.589
0.873,0.589,0.731
0.781,0.260,0.520
0.903,0.417,0.660
0.336,0.297,0.317
0.601,0.097,0.349
0.360,0.694,0.527
0.279,0.608,0.444
0.908,0.401,0.654
0.328,0.680,0.504
0.470,0.954,0.712
0.301,0.996,0.648
0.421,0.253,0.337
0.009,0.468,0.238
0.962,0.455,0.709
0.343,0.608,0.475
0.331,0.954,0.642
0.948,0.257,0.603
0.962,0.474,0.718
0.898,0.910,0.904
0.035,0.644,0.340
0.315,0.064,0.190
0.207,0.551,0.379
0.137,0.556,0.346
0.604,0.338,0.471
0.365,0.183,0.274
0.716,0.132,0.424
0.687,0.750,0.719
0.578,0.648,0.613
0.639,0.053,0.346
0.690,0.980,0.835
0.431,0.460,0.446
0.409,0.972,0.691
0.370,0.427,0.399
0.930,0.092,0.511
0.039,0.096,0.068
0.321,0.551,0.436
0.464,0.504,0.484
0.124,0.143,0.134
0.560,0.165,0.362
0.206,0.796,0.501
0.992,0.705,0.849
0.711,0.152,0.431
0.223,0.068,0.145
0.166,0.727,0.447
0.499,0.963,0.731
0.829,0.582,0.706
0.768,0.667,0.718
0.495,0.296,0.396
0.811,0.180,0.495
0.473,0.842,0.657
0.354,0.460,0.407
0.832,0.771,0.801
0.089,0.351,0.220
0.075,0.171,0.123
0.529,0.978,0.753
0.285,0.318,0.301
0.513,0.786,0.649
0.653,0.464,0.558
0.429,0.951,0.690
0.442,0.694,0.568
0.479,0.036,0.258
0.146,0.081,0.114
0.054,0.702,0.378
0.468,0.024,0.246
0.039,0.118,0.079
0.166,0.549,0.357
0.042,0.223,0.133
0.040,0.519,0.280
0.265,0.090,0.177
0.609,0.244,0.426
0.389,0.234,0.311
0.911,0.834,0.873
0.444,0.578,0.511
0.566,0.983,0.774
0.745,0.131,0.438
0.033,0.529,0.281
0.132,0.252,0.192
0.193,0.030,0.112
0.539,0.042,0.290
0.102,0.167,0.135
0.427,0.885,0.656
0.946,0.236,0.591
0.398,0.438,0.418
0.561,0.653,0.607
0.449,0.419,0.434
0.243,0.762,0.502
0.109,0.557,0.333
0.320,0.153,0.236
0.696,0.993,0.845
0.852,0.632,0.742
0.302,0.734,0.518
0.170,0.998,0.584
0.428,0.351,0.390
0.548,0.947,0.748
0.866,0.051,0.459
0.075,0.171,0.123
0.808,0.771,0.789
0.081,0.188,0.135
0.052,0.931,0.491
0.381,0.633,0.507
0.195,0.343,0.269
0.875,0.642,0.758
0.190,0.899,0.544
0.617,0.158,0.388
0.716,0.528,0.622
0.916,0.880,0.898
0.582,0.196,0.389
0.582,0.681,0.631
0.112,0.442,0.277
0.333,0.486,0.409
0.778,0.434,0.606
0.991,0.624,0.807
0.442,0.145,0.293
0.886,0.510,0.698
0.201,0.880,0.540
0.990,0.331,0.660
0.287,0.528,0.407
0.003,0.186,0.095
0.805,0.495,0.650
0.634,0.832,0.733
0.543,0.404,0.473
0.238,0.190,0.214
0.770,0.154,0.462
0.299,0.643,0.471
0.222,0.752,0.487
0.419,0.812,0.616
0.230,0.895,0.562
0.177,0.454,0.316
0.893,0.975,0.934
0.505,0.786,0.645
0.522,0.716,0.619
0.343,0.492,0.417
0.383,0.900,0.641
0.489,0.305,0.397
0.219,0.600,0.409
0.766,0.611,0.689
0.597,0.268,0.432
0.311,0.991,0.651
0.421,0.444,0.432
0.005,0.576,0.290
0.338,0.524,0.431
0.615,0.924,0.769
0.024,0.720,0.372
0.234,0.648,0.441
0.028,0.172,0.100
0.102,0.757,0.429
0.611,0.356,0.483
0.641,0.940,0.790
0.381,0.710,0.545
0.185,0.025,0.105
0.353,0.653,0.503
0.909,0.945,0.927
0.369,0.839,0.604
0.102,0.001,0.051
0.847,0.565,0.706
0.450,0.219,0.335
0.529,0.706,0.618
0.521,0.032,0.277
0.470,0.463,0.467
0.882,0.252,0.567
0.772,0.187,0.479
0.615,0.435,0.525
0.921,0.250,0.586
0.342,0.647,0.494
0.958,0.490,0.724
0.759,0.798,0.778
0.159,0.370,0.265
0.099,0.247,0.173
0.988,0.054,0.521
0.516,0.623,0.570
0.252,0.025,0.139
0.861,0.047,0.454
0.856,0.675,0.765
0.150,0.970,0.560
0.538,0.048,0.293
0.888,0.963,0.925
0.410,0.685,0.547
0.124,0.763,0.444
0.061,0.582,0.322
0.184,0.977,0.581
0.428,0.533,0.480
0.612,0.145,0.379
0.170,0.032,0.101
0.237,0.988,0.613
0.367,0.546,0.457
0.648,0.658,0.653
0.670,0.547,0.609
0.051,0.609,0.330
0.626,0.879,0.752
0.378,0.595,0.486
0.132,0.237,0.184
0.335,0.218,0.277
0.619,0.102,0.360
0.233,0.568,0.401
0.299,0.551,0.425
0.644,0.333,0.488
0.172,0.415,0.293
0.896,0.922,0.909
0.806,0.496,0.651
0.033,0.745,0.389
0.342,0.119,0.231
0.468,0.972,0.720
0.856,0.020,0.438
0.142,0.223,0.182
0.370,0.710,0.540
0.813,0.243,0.528
0.197,0.867,0.532
0.406,0.195,0.300
0.759,0.898,0.829
0.519,0.764,0.641
0.406,0.981,0.694
0.099,0.920,0.509
0.166,0.858,0.512
0.092,0.295,0.194
0.466,0.909,0.688
0.790,0.693,0.742
0.140,0.208,0.174
0.617,0.274,0.446
0.656,0.916,0.786
0.428,0.607,0.517
0.578,0.463,0.520
0.027,0.719,0.373
0.158,0.881,0.519
0.706,0.117,0.411
0.646,0.805,0.726
0.259,0.387,0.323
0.068,0.058,0.063
0.309,0.717,0.513
0.105,0.794,0.450
0.321,0.316,0.319
0.492,0.650,0.571
0.777,0.987,0.882
0.220,0.762,0.491
0.461,0.966,0.714
0.488,0.738,0.613
0.902,0.602,0.752
0.863,0.127,0.495
0.694,0.753,0.724
0.193,0.576,0.385
0.044,0.472,0.258
0.572,0.334,0.453
0.165,0.748,0.457
0.814,0.342,0.578
0.123,0.644,0.384
0.346,0.611,0.478
0.794,0.679,0.737
0.051,0.750,0.401
0.153,0.789,0.471
0.854,0.648,0.751
0.447,0.760,0.604
0.906,0.682,0.794
0.892,0.354,0.623
0.146,0.994,0.570
0.915,0.190,0.552
0.639,0.542,0.591
0.894,0.282,0.588
0.029,0.858,0.444
0.910,0.819,0.865
0.053,0.986,0.519
0.767,0.374,0.571
0.790,0.332,0.561
0.517,0.466,0.491
0.695,0.572,0.633
0.752,0.099,0.425
0.611,0.336,0.473
0.224,0.552,0.388
0.892,0.544,0.718
0.063,0.506,0.284
0.085,0.654,0.369
0.403,0.107,0.255
0.636,0.887,0.761
0.197,0.815,0.506
0.458,0.085,0.272
0.724,0.011,0.367
0.357,0.082,0.220
0.927,0.977,0.952
0.074,0.922,0.498
0.402,0.993,0.698
0.622,0.870,0.746
0.336,0.604,0.470
0.514,0.261,0.388
0.256,0.213,0.234
0.619,0.220,0.419
0.604,0.646,0.625
0.384,0.866,0.625
0.244,0.741,0.492
0.973,0.480,0.727
0.699,0.648,0.673
0.228,0.635,0.431
0.227,0.716,0.471
0.153,0.379,0.266
0.661,0.656,0.658
0.576,0.033,0.304
0.733,0.771,0.752
0.371,0.769,0.570
0.478,0.893,0.685
0.573,0.245,0.409
0.063,0.847,0.455
0.315,0.548,0.431
0.359,0.031,0.195
0.590,0.052,0.321
0.078,0.040,0.059
0.705,0.199,0.452
0.345,0.436,0.391
0.863,0.645,0.754
0.898,0.107,0.502
0.785,0.563,0.674
0.634,0.619,0.626
0.094,0.127,0.111
0.910,0.916,0.913
0.916,0.039,0.477
0.910,0.826,0.868
0.482,0.174,0.328
0.253,0.125,0.189
0.305,0.297,0.301
0.680,0.917,0.798
0.616,0.439,0.527
0.973,0.596,0.784
0.310,0.280,0.295
0.216,0.537,0.377
0.674,0.796,0.735
0.124,0.507,0.316
0.063,0.267,0.165
0.614,0.262,0.438
0.103,0.026,0.065
0.843,0.866,0.855
0.479,0.968,0.724
0.548,0.555,0.551
0.134,0.685,0.409
0.088,0.159,0.123
0.607,0.171,0.389
0.486,0.455,0.470
0.844,0.385,0.615
0.578,1.000,0.789
0.199,0.136,0.168
0.955,0.155,0.555
0.551,0.818,0.684
0.104,0.836,0.470
0.388,0.329,0.358
0.390,0.865,0.627
0.468,0.924,0.696
0.216,0.083,0.149
0.823,0.677,0.750
0.549,0.332,0.441
0.532,0.259,0.396
0.413,0.490,0.452
0.588,0.535,0.561
0.835,0.763,0.799
0.290,0.529,0.409
0.344,0.456,0.400
0.113,0.407,0.260
0.003,0.472,0.237
0.415,0.675,0.545
0.309,0.925,0.617
0.622,0.189,0.406
0.897,0.007,0.452
0.328,0.652,0.490
0.865,0.905,0.885
0.501,0.850,0.675
0.917,0.114,0.515
0.306,0.291,0.298
0.338,0.939,0.638
0.227,0.181,0.204
0.634,0.583,0.609
0.648,0.171,0.409
0.987,0.001,0.494
0.207,0.598,0.403
0.637,0.607,0.622
0.288,0.820,0.554
0.268,0.775,0.521
0.778,0.189,0.483
0.789,0.931,0.860
0.365,0.267,0.316
0.177,0.739,0.458
0.677,0.807,0.742
0.300,0.052,0.176
0.231,0.216,0.224
0.156,0.786,0.471
0.436,0.830,0.633
0.560,0.396,0.478
0.741,0.887,0.814
0.289,0.210,0.249
0.213,0.563,0.388
0.125,0.457,0.291
0.253,0.900,0.577
0.200,0.515,0.357
0.255,0.922,0.589
0.937,0.580,0.758
0.660,0.852,0.756
0.946,0.814,0.880
0.694,0.815,0.754
0.362,0.432,0.397
0.866,0.564,0.715
0.631,0.527,0.579
0.158,0.654,0.406
0.159,0.208,0.183
0.351,0.662,0.506
0.664,0.258,0.461
0.771,0.666,0.719
0.373,0.458,0.415
0.580,0.515,0.547
0.901,0.777,0.839
0.595,0.318,0.457
0.527,0.211,0.369
0.542,0.730,0.636
0.799,0.539,0.669
0.013,0.270,0.141
0.948,0.262,0.605
0.755,0.746,0.750
0.356,0.568,0.462
0.740,0.506,0.623
0.566,0.696,0.631
0.600,0.486,0.543
0.157,0.245,0.201
0.439,0.123,0.281
0.039,0.521,0.280
0.259,0.912,0.586
0.569,0.206,0.388
0.761,0.536,0.648
0.562,0.450,0.506
0.749,0.257,0.503
0.399,0.488,0.444
0.136,0.872,0.504
0.108,0.083,0.096
0.146,0.172,0.159
0.392,0.649,0.520
0.893,0.376,0.634
0.647,0.890,0.768
0.420,0.691,0.555
0.360,0.816,0.588
0.265,0.015,0.140
0.617,0.439,0.528
0.514,0.565,0.539
0.678,0.659,0.668
0.147,0.636,0.392
0.189,0.359,0.274
0.985,0.420,0.703
0.682,0.218,0.450
0.985,0.063,0.524
0.510,0.447,0.478
0.421,0.946,0.683
0.016,0.333,0.174
0.737,0.676,0.707
0.892,0.132,0.512
0.593,0.098,0.345
0.755,0.129,0.442
0.140,0.341,0.240
0.382,0.741,0.561
0.689,0.720,0.705
0.043,0.032,0.037
0.381,0.016,0.199
0.883,0.936,0.909
0.468,0.314,0.391
0.366,0.207,0.286
0.673,0.597,0.635
0.463,0.883,0.673
0.199,0.738,0.469
0.918,0.978,0.948
0.370,0.288,0.329
0.962,0.330,0.646
0.773,0.439,0.606
0.684,0.989,0.837
0.884,0.304,0.594
0.896,0.784,0.840
0.676,0.915,0.795
0.918,0.438,0.678
0.106,0.106,0.106
0.997,0.113,0.555
0.204,0.178,0.191
0.764,0.760,0.762
0.412,0.271,0.342
0.676,0.426,0.551
0.301,0.891,0.596
0.347,0.398,0.372
0.609,0.720,0.664
0.050,0.734,0.392
0.329,0.244,0.286
0.131,0.714,0.422
0.891,0.548,0.720
0.816,0.218,0.517
0.753,0.160,0.457
0.300,0.464,0.382
0.243,0.389,0.316
0.339,0.112,0.226
0.012,0.157,0.085
0.806,0.311,0.558
0.544,0.919,0.732
0.988,0.426,0.707
0.504,0.348,0.426
0.702,0.999,0.851
0.787,0.299,0.543
0.897,0.726,0.811
0.730,0.408,0.569
0.317,0.518,0.417
0.341,0.875,0.608
0.713,0.358,0.535
0.904,0.131,0.517
0.827,0.111,0.469
0.010,0.224,0.117
0.479,0.898,0.689
0.180,0.488,0.334
0.224,0.870,0.547
0.538,0.492,0.515
0.609,0.720,0.664
0.963,0.110,0.536
0.032,0.195,0.114
0.401,0.155,0.278
0.215,0.114,0.165
0.549,0.966,0.757
0.386,0.155,0.271
0.612,0.744,0.678
0.141,0.275,0.208
0.966,0.133,0.549
0.586,0.030,0.308
0.756,0.448,0.602
0.978,0.321,0.649
0.149,0.529,0.339
0.806,0.270,0.538
0.528,0.653,0.591
0.526,0.621,0.574
0.225,0.487,0.356
0.289,0.042,0.166
0.813,0.675,0.744
0.165,0.253,0.209
0.407,0.060,0.234
0.756,0.954,0.855
0.009,0.322,0.166
0.408,0.399,0.404
0.036,0.171,0.103
0.512,0.159,0.336
0.346,0.983,0.664
0.482,0.761,0.622
0.837,0.313,0.575
0.180,0.197,0.189
0.075,0.763,0.419
0.608,0.425,0.516
0.878,0.270,0.574
0.680,0.763,0.722
0.298,0.913,0.606
0.482,0.602,0.542
0.384,0.609,0.496
0.793,0.288,0.540
0.239,0.290,0.265
0.506,0.383,0.445
0.073,0.798,0.435
0.846,0.674,0.760
0.344,0.153,0.248
0.873,0.134,0.503
0.715,0.134,0.424
0.804,0.419,0.612
0.345,0.955,0.650
0.479,0.872,0.675
0.250,0.562,0.406
0.374,0.156,0.265
0.200,0.474,0.337
0.972,0.964,0.968
0.560,0.687,0.624
0.667,0.123,0.395
0.437,0.141,0.289
0.159,0.867,0.513
0.542,0.813,0.677
0.492,0.515,0.503
0.842,0.749,0.795
0.322,0.824,0.573
0.336,0.513,0.424
0.160,0.484,0.322
0.044,0.450,0.247
0.238,0.360,0.299
0.772,0.281,0.526
0.481,0.602,0.541
0.552,0.203,0.378
0.328,0.585,0.457
0.141,0.566,0.353
0.220,0.596,0.408
0.830,0.247,0.538
0.594,0.584,0.589
0.652,0.208,0.430
0.103,0.003,0.053
0.087,0.810,0.449
0.104,0.279,0.192
0.308,0.507,0.407
0.806,0.500,0.653
0.553,0.415,0.484
0.510,0.279,0.395
0.225,0.916,0.571
0.006,0.750,0.378
0.299,0.733,0.516
0.587,0.173,0.380
0.024,0.660,0.342
0.167,0.985,0.576
0.075,0.956,0.515
0.293,0.085,0.189
0.782,0.670,0.726
0.215,0.613,0.414
0.863,0.532,0.698
0.146,0.125,0.136
0.636,0.533,0.585
0.155,0.264,0.209
0.193,0.297,0.245
0.403,0.516,0.460
0.902,0.190,0.546
0.236,0.349,0.292
0.584,0.732,0.658
0.452,0.894,0.673
0.000,0.536,0.268
0.715,0.882,0.798
0.278,0.561,0.419
0.991,0.075,0.533
0.320,0.020,0.170
0.837,0.250,0.543
0.381,0.625,0.503
0.528,0.278,0.403
0.273,0.415,0.344
0.313,0.639,0.476
0.165,0.462,0.314
0.924,0.740,0.832
0.039,0.111,0.075
0.679,0.231,0.455
0.766,0.883,0.825
0.441,0.690,0.566
0.946,0.827,0.886
0.567,0.469,0.518
0.386,0.640,0.513
0.214,0.473,0.344
0.031,0.792,0.411
0.317,0.194,0.256
0.045,0.668,0.356
0.761,0.933,0.847
0.793,0.143,0.468
0.542,0.578,0.560
0.484,0.041,0.263
0.350,0.135,0.242
0.261,0.011,0.136
0.100,0.093,0.097
0.457,0.872,0.664
0.988,0.593,0.790
0.217,0.700,0.459
0.589,0.217,0.403
0.761,0.721,0.741
0.763,0.035,0.399
0.159,0.760,0.460
0.410,0.820,0.615
0.547,0.490,0.518
0.565,0.510,0.537
0.871,0.046,0.459
0.322,0.269,0.295
0.138,0.361,0.249
0.350,0.734,0.542
0.642,0.636,0.639
0.315,0.653,0.484
0.269,0.310,0.289
0.636,0.833,0.735
0.099,0.068,0.084
0.917,0.819,0.868
0.482,0.714,0.598
0.716,0.706,0.711
0.618,0.279,0.449
0.252,0.944,0.598
0.797,0.024,0.410
0.533,0.857,0.695
0.933,0.394,0.663
0.149,0.697,0.423
0.050,0.475,0.263
0.949,0.165,0.557
0.824,0.118,0.471
0.145,0.554,0.349
0.160,0.403,0.281
0.224,0.641,0.432
0.168,0.695,0.431
0.723,0.524,0.624
0.566,0.276,0.421
0.083,0.700,0.392
0.009,0.438,0.224
0.906,0.115,0.510
0.094,0.451,0.273
0.432,0.117,0.275
0.508,0.085,0.296
0.216,0.748,0.482
0.969,0.311,0.640
0.780,0.436,0.608
0.374,0.158,0.266
0.008,0.875,0.442
0.087,0.420,0.254
0.366,0.894,0.630
0.125,0.172,0.148
0.997,0.417,0.707
0.707,0.871,0.789
0.372,0.913,0.642
0.831,0.221,0.526
0.715,0.511,0.613
0.853,0.071,0.462
0.385,0.468,0.426
0.904,0.356,0.630
0.351,0.179,0.265
0.683,0.642,0.662
0.678,0.178,0.428
0.891,0.950,0.920
0.814,0.452,0.633
0.939,0.887,0.913
0.451,0.026,0.238
0.018,0.940,0.479
0.429,0.852,0.640
0.783,0.138,0.461
0.031,0.802,0.416
0.499,0.956,0.728
0.663,0.758,0.711
0.917,0.618,0.767
0.951,0.877,0.914
0.674,0.850,0.762
0.532,0.832,0.682
0.033,0.977,0.505
0.941,0.742,0.842
0.239,0.245,0.242
0.245,0.409,0.327
0.550,0.467,0.508
0.677,0.725,0.701
0.792,0.998,0.895
0.429,0.019,0.224
0.148,0.486,0.317
0.325,0.614,0.469
0.384,0.516,0.450
0.758,0.003,0.381
0.608,0.713,0.660
0.099,0.582,0.341
0.832,0.237,0.534
0.476,0.390,0.433
0.767,0.902,0.835
0.089,0.738,0.413
0.529,0.996,0.762
0.115,0.593,0.354
0.486,0.783,0.634
0.489,0.233,0.361
0.186,0.531,0.358
0.637,0.061,0.349
0.159,0.863,0.511
0.989,0.544,0.766
0.053,0.607,0.330
0.357,0.874,0.616
0.961,0.122,0.541
0.154,0.426,0.290
0.817,0.511,0.664
0.484,0.005,0.244
0.060,0.993,0.526
0.061,0.764,0.412
0.432,0.696,0.564
0.184,0.053,0.118
0.660,0.713,0.686
0.182,0.601,0.392
0.920,0.773,0.847
0.060,0.029,0.044
0.926,0.610,0.768
0.904,0.608,0.756
0.812,0.685,0.749
0.627,0.735,0.681
0.925,0.010,0.468
0.090,0.765,0.427
0.182,0.730,0.456
0.892,0.302,0.597
0.885,0.885,0.885
0.318,0.307,0.312
0.642,0.885,0.763
0.344,0.076,0.210
0.890,0.739,0.815
0.648,0.660,0.654
0.525,0.714,0.620
0.332,0.915,0.624
0.204,0.241,0.223
0.041,0.739,0.390
0.093,0.923,0.508
0.120,0.954,0.537
0.155,0.228,0.192
0.913,0.651,0.782
0.652,0.544,0.598
0.974,0.347,0.660
0.685,0.709,0.697
0.311,0.066,0.189
0.046,0.002,0.024
0.696,0.415,0.555
0.214,0.215,0.214
0.461,0.961,0.711
0.013,0.821,0.417
0.114,0.206,0.160
0.540,0.326,0.433
0.959,0.469,0.714
0.844,0.616,0.730
0.194,0.147,0.171
0.271,0.142,0.206
0.378,0.719,0.548
0.568,0.945,0.756
0.511,0.669,0.590
0.972,0.782,0.877
0.306,0.165,0.235
0.275,0.161,0.218
0.199,0.784,0.491
0.316,0.260,0.288
0.095,0.188,0.141
0.824,0.336,0.580
0.561,0.357,0.459
0.121,0.297,0.209
0.009,0.077,0.043
0.745,0.484,0.615
0.736,0.681,0.709
0.128,0.144,0.136
0.385,0.741,0.563
0.231,0.157,0.194
0.786,0.475,0.630
0.283,0.544,0.413
0.908,0.458,0.683
0.631,0.108,0.369
0.400,0.574,0.487
0.310,0.800,0.555
0.948,0.409,0.678
0.367,0.092,0.230
0.467,0.079,0.273
0.352,0.220,0.286
0.698,0.999,0.849
0.876,0.415,0.645
0.818,0.429,0.624
0.811,0.815,0.813
0.423,0.057,0.240
0.176,0.327,0.252
0.185,0.543,0.364
0.656,0.381,0.518
0.277,0.809,0.543
0.120,0.985,0.552
0.340,0.078,0.209
0.977,0.843,0.910
0.834,0.307,0.571
0.077,0.586,0.332
0.218,0.786,0.502
0.254,0.444,0.349
0.968,0.139,0.553
0.860,0.364,0.612
0.852,0.990,0.921
0.035,0.631,0.333
0.061,0.663,0.362
0.635,0.440,0.537
0.431,0.943,0.687
0.210,0.747,0.478
0.484,0.296,0.390
0.905,0.179,0.542
0.178,0.028,0.103
0.877,0.902,0.889
0.990,0.625,0.807
0.221,0.030,0.126
0.506,0.447,0.476
0.588,0.675,0.631
0.384,0.657,0.520
0.408,0.787,0.598
0.006,0.445,0.226
0.681,0.241,0.461
0.976,0.336,0.656
0.504,0.599,0.551
0.966,0.294,0.630
0.643,0.128,0.386
0.549,0.499,0.524
0.664,0.921,0.792
0.530,0.226,0.378
0.020,0.664,0.342
0.605,0.758,0.681
0.655,0.675,0.665
0.409,0.228,0.319
0.511,0.769,0.640
0.257,0.677,0.467
0.151,0.660,0.406
0.674,0.014,0.344
0.063,0.370,0.216
0.962,0.749,0.856
0.581,0.089,0.335
0.391,0.045,0.218
0.139,0.445,0.292
0.103,0.435,0.269
0.737,0.198,0.468
0.543,0.064,0.303
0.531,0.024,0.278
0.068,0.014,0.041
0.922,0.964,0.943
0.792,0.224,0.508
0.863,0.057,0.460
0.264,0.269,0.267
0.049,0.656,0.352
0.142,0.790,0.466
0.828,0.291,0.559
0.738,0.448,0.593
0.847,0.424,0.635
0.614,0.826,0.720
0.186,0.705,0.446
0.290,0.036,0.163
0.263,0.510,0.387
0.036,0.002,0.019
0.597,0.446,0.521
0.321,0.620,0.470
0.134,0.936,0.535
0.020,0.598,0.309
0.696,0.011,0.353
0.306,0.280,0.293
0.841,0.278,0.559
0.058,0.279,0.169
0.066,0.613,0.340
0.255,0.093,0.174
0.431,0.290,0.360
0.436,0.263,0.349
0.354,0.482,0.418
0.754,0.815,0.784
0.423,0.248,0.336
0.063,0.735,0.399
0.371,0.907,0.639
0.052,0.398,0.225
0.083,0.893,0.488
0.910,0.165,0.537
0.935,0.262,0.599
0.557,0.566,0.561
0.753,0.556,0.654
0.639,0.600,0.620
0.130,0.384,0.257
0.151,0.597,0.374
0.945,0.436,0.691
0.157,0.243,0.200
0.176,0.621,0.399
0.871,0.613,0.742
0.754,0.803,0.778
0.047,0.869,0.458
0.875,0.367,0.621
0.077,0.370,0.224
0.783,0.218,0.500
0.460,0.628,0.544
0.190,0.646,0.418
0.040,0.825,0.432
0.727,0.823,0.775
0.246,0.613,0.429
0.632,0.055,0.344
0.508,0.916,0.712
0.329,0.017,0.173
0.550,0.182,0.366
0.175,0.901,0.538
0.697,0.061,0.379
0.386,0.784,0.585
0.983,0.271,0.627
0.870,0.430,0.650
0.052,0.001,0.026
0.074,0.882,0.478
0.845,0.883,0.864
0.528,0.764,0.646
0.358,0.567,0.463
0.055,0.944,0.499
0.211,0.784,0.497
0.284,0.398,0.341
